2.0282 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
6.2074 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000267D86BBBB0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000267D86BBB50>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000267D86BB970>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000267D8A3F670>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.2075 	EXP 	window1: mouseVisible = True
6.2075 	EXP 	window1: backgroundImage = ''
6.2076 	EXP 	window1: backgroundFit = 'none'
6.2088 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
6.2089 	EXP 	window1: recordFrameIntervals = False
6.3741 	EXP 	window1: recordFrameIntervals = True
6.5576 	EXP 	Screen (0) actual frame rate measured at 59.94Hz
6.5576 	EXP 	window1: recordFrameIntervals = False
6.5576 	EXP 	window1: mouseVisible = False
7.9586 	EXP 	random_dot: status = STARTED
7.9593 	EXP 	window1: mouseVisible = True
