1.9799 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
5.6479 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001EC81354F70>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001EC81354F10>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001EC81354D60>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001EC816ECA00>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.6480 	EXP 	window1: mouseVisible = True
5.6480 	EXP 	window1: backgroundImage = ''
5.6480 	EXP 	window1: backgroundFit = 'none'
5.6493 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
5.6493 	EXP 	window1: recordFrameIntervals = False
5.8145 	EXP 	window1: recordFrameIntervals = True
5.9982 	EXP 	Screen (0) actual frame rate measured at 59.92Hz
5.9982 	EXP 	window1: recordFrameIntervals = False
5.9983 	EXP 	window1: mouseVisible = False
7.3980 	EXP 	random_dot: status = STARTED
7.3986 	EXP 	window1: mouseVisible = True
7.4531 	EXP 	Created textGeneralInstr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='textGeneralInstr', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
7.4535 	EXP 	window1: mouseVisible = True
